WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Arman,RU,59.7,150.1667,30.22,62,64,8.84,broken clouds
469,Saint-Francois,FR,46.4154,3.9054,65.64,77,100,6.91,overcast clouds
470,Coahuayana,MX,18.7333,-103.6833,85.32,72,100,6.71,overcast clouds
471,Krasnoturansk,RU,54.3186,91.5639,30.97,75,97,5.26,overcast clouds
472,Roquetas De Mar,ES,36.7642,-2.6148,71.62,53,45,14.27,scattered clouds
473,Charlestown,AU,-32.95,151.6667,53.73,93,46,5.01,light rain
474,Shingu,JP,33.7333,135.9833,66.6,77,10,4.45,clear sky
475,Balkanabat,TM,39.5108,54.3671,70.63,23,5,14.81,clear sky
476,Mandan,US,46.8267,-100.8896,71.58,56,0,17.27,clear sky
477,Concordia,AR,-31.393,-58.0209,71.78,50,20,7.0,few clouds
478,Tartagal,AR,-22.5164,-63.8013,83.16,31,25,7.07,scattered clouds
479,Honiara,SB,-9.4333,159.95,82.44,70,74,1.83,broken clouds
480,Hualmay,PE,-11.0964,-77.6139,66.42,74,21,12.44,few clouds
481,Carora,VE,10.1755,-70.0827,89.04,45,57,5.75,broken clouds
482,Ati,TD,13.2154,18.3353,89.98,32,62,6.13,broken clouds
483,Mount Isa,AU,-20.7333,139.5,64.17,59,100,2.3,overcast clouds
484,Gayny,RU,60.3071,54.3241,41.4,89,100,6.38,overcast clouds
485,Caorle,IT,45.5966,12.8758,62.56,70,7,8.48,clear sky
486,Puerto Escondido,MX,15.85,-97.0667,81.91,80,40,6.98,scattered clouds
487,Urdoma,RU,61.7533,48.5442,47.34,98,100,5.48,overcast clouds
488,Chara,RU,56.9064,118.2631,25.81,82,100,7.07,overcast clouds
489,Vvedenskoye,RU,55.4753,65.0847,34.97,52,93,7.16,overcast clouds
490,Raudeberg,NO,61.9875,5.1352,50.86,45,33,13.98,scattered clouds
491,Xiongzhou,CN,25.1167,114.3,74.57,81,0,2.26,clear sky
492,Beringovskiy,RU,63.05,179.3167,40.89,86,100,21.47,overcast clouds
493,Talakan,RU,50.3167,130.3667,39.07,74,100,5.14,heavy intensity rain
494,Nioro,GM,13.35,-15.75,77.47,90,100,6.13,overcast clouds
495,La Rioja,ES,42.25,-2.5,51.58,61,33,6.53,scattered clouds
496,Oia,PT,40.5426,-8.5386,66.24,80,53,1.01,broken clouds
